WARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.
 * Running on all addresses (0.0.0.0)
 * Running on http://127.0.0.1:5001
 * Running on http://192.168.1.225:5001
Press CTRL+C to quit
 * Restarting with stat
 * Debugger is active!
 * Debugger PIN: 108-167-082
127.0.0.1 - - [16/Aug/2026 13:09:38] "GET /api/v1/health HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 13:13:05] "POST /api/v1/outage-users/time-trend HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 13:13:05] "POST /api/v1/outage-users/county-user-count HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 13:13:05] "POST /api/v1/outage-users/outage-scope-assessment HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 13:13:08] "POST /api/v1/outage-users/county-user-count HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 13:13:09] "POST /api/v1/outage-users/fault-location HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 13:13:09] "POST /api/v1/outage-users/spatial-distribution HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 13:13:09] "POST /api/v1/outage-users/outage-scope-assessment HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 13:13:09] "POST /api/v1/outage-users/region-warning-lights HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 13:13:09] "POST /api/v1/outage-users/time-trend HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 13:14:18] "POST /api/v1/outage-users/county-user-count HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 13:14:18] "POST /api/v1/outage-users/time-trend HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 13:14:18] "POST /api/v1/outage-users/region-warning-lights HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 13:14:18] "POST /api/v1/outage-users/spatial-distribution HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 13:14:18] "POST /api/v1/outage-users/outage-scope-assessment HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 13:14:18] "POST /api/v1/outage-users/fault-location HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 13:14:21] "POST /api/v1/outage-users/county-user-count HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 13:14:21] "POST /api/v1/outage-users/time-trend HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 13:14:21] "POST /api/v1/outage-users/spatial-distribution HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 13:14:21] "POST /api/v1/outage-users/fault-location HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 13:14:21] "POST /api/v1/outage-users/outage-scope-assessment HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 13:14:22] "POST /api/v1/outage-users/county-user-count HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 13:14:22] "POST /api/v1/outage-users/time-trend HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 13:14:22] "POST /api/v1/outage-users/fault-location HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 13:14:22] "POST /api/v1/outage-users/spatial-distribution HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 13:14:22] "POST /api/v1/outage-users/outage-scope-assessment HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 13:14:25] "POST /api/v1/outage-users/county-user-count HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 13:14:25] "POST /api/v1/outage-users/fault-location HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 13:14:25] "POST /api/v1/outage-users/outage-scope-assessment HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 13:14:25] "POST /api/v1/outage-users/region-warning-lights HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 13:14:25] "POST /api/v1/outage-users/time-trend HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 13:14:25] "POST /api/v1/outage-users/spatial-distribution HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 13:30:16] "POST /api/v1/outage-users/counties HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 13:30:16] "POST /api/v1/outage-users/region-warning-lights HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 13:30:16] "POST /api/v1/outage-users/fault-location HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 13:30:16] "POST /api/v1/outage-users/spatial-distribution HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 13:30:16] "POST /api/v1/outage-users/time-trend HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 13:30:16] "POST /api/v1/outage-users/outage-scope-assessment HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 13:30:16] "POST /api/v1/outage-users/county-user-count HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 13:30:24] "POST /api/v1/outage-users/county-user-count HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 13:30:24] "POST /api/v1/outage-users/outage-scope-assessment HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 13:30:24] "POST /api/v1/outage-users/region-warning-lights HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 13:30:24] "POST /api/v1/outage-users/fault-location HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 13:30:24] "POST /api/v1/outage-users/spatial-distribution HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 13:30:24] "POST /api/v1/outage-users/time-trend HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 13:30:30] "POST /api/v1/sensitive-appeals/user-type-count HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 13:30:30] "POST /api/v1/sensitive-appeals/appeal-type-count/top5 HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 13:30:30] "POST /api/v1/sensitive-appeals/user-appeals HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 13:30:30] "POST /api/v1/sensitive-appeals/ai/intelligent-receipt HTTP/1.1" 500 -
127.0.0.1 - - [16/Aug/2026 13:30:30] "POST /api/v1/sensitive-appeals/ai/emotion-evolution HTTP/1.1" 500 -
127.0.0.1 - - [16/Aug/2026 13:30:30] "POST /api/v1/sensitive-appeals/ai/intelligent-warning HTTP/1.1" 500 -
127.0.0.1 - - [16/Aug/2026 13:30:32] "POST /api/v1/sensitive-appeals/user-appeals HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 13:30:32] "POST /api/v1/sensitive-appeals/ai/intelligent-warning HTTP/1.1" 404 -
127.0.0.1 - - [16/Aug/2026 13:30:32] "POST /api/v1/sensitive-appeals/ai/intelligent-receipt HTTP/1.1" 404 -
127.0.0.1 - - [16/Aug/2026 13:30:32] "POST /api/v1/sensitive-appeals/ai/emotion-evolution HTTP/1.1" 404 -
127.0.0.1 - - [16/Aug/2026 13:30:32] "POST /api/v1/sensitive-appeals/ai/emotion-evolution HTTP/1.1" 500 -
127.0.0.1 - - [16/Aug/2026 13:30:32] "POST /api/v1/sensitive-appeals/ai/intelligent-warning HTTP/1.1" 500 -
127.0.0.1 - - [16/Aug/2026 13:30:32] "POST /api/v1/sensitive-appeals/ai/intelligent-receipt HTTP/1.1" 500 -
127.0.0.1 - - [16/Aug/2026 13:30:32] "POST /api/v1/sensitive-appeals/user-appeals HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 13:30:32] "POST /api/v1/sensitive-appeals/user-appeals HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 13:30:32] "POST /api/v1/sensitive-appeals/ai/intelligent-warning HTTP/1.1" 404 -
127.0.0.1 - - [16/Aug/2026 13:30:32] "POST /api/v1/sensitive-appeals/ai/emotion-evolution HTTP/1.1" 404 -
127.0.0.1 - - [16/Aug/2026 13:30:32] "POST /api/v1/sensitive-appeals/ai/intelligent-receipt HTTP/1.1" 404 -
127.0.0.1 - - [16/Aug/2026 13:30:32] "POST /api/v1/sensitive-appeals/user-appeals HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 13:30:32] "POST /api/v1/sensitive-appeals/ai/intelligent-warning HTTP/1.1" 404 -
127.0.0.1 - - [16/Aug/2026 13:30:32] "POST /api/v1/sensitive-appeals/ai/intelligent-receipt HTTP/1.1" 404 -
127.0.0.1 - - [16/Aug/2026 13:30:32] "POST /api/v1/sensitive-appeals/ai/emotion-evolution HTTP/1.1" 404 -
127.0.0.1 - - [16/Aug/2026 13:30:33] "POST /api/v1/sensitive-appeals/user-appeals HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 13:30:33] "POST /api/v1/sensitive-appeals/ai/emotion-evolution HTTP/1.1" 500 -
127.0.0.1 - - [16/Aug/2026 13:30:33] "POST /api/v1/sensitive-appeals/ai/intelligent-warning HTTP/1.1" 500 -
127.0.0.1 - - [16/Aug/2026 13:30:33] "POST /api/v1/sensitive-appeals/ai/intelligent-receipt HTTP/1.1" 500 -
127.0.0.1 - - [16/Aug/2026 13:30:43] "POST /api/v1/outage-users/fault-location HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 13:30:43] "POST /api/v1/outage-users/outage-scope-assessment HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 13:30:43] "POST /api/v1/outage-users/time-trend HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 13:30:43] "POST /api/v1/outage-users/region-warning-lights HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 13:30:43] "POST /api/v1/outage-users/county-user-count HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 13:30:43] "POST /api/v1/outage-users/spatial-distribution HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 13:30:53] "POST /api/v1/sensitive-appeals/user-type-count HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 13:30:53] "POST /api/v1/sensitive-appeals/appeal-type-count/top5 HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 13:30:53] "POST /api/v1/sensitive-appeals/ai/intelligent-receipt HTTP/1.1" 500 -
127.0.0.1 - - [16/Aug/2026 13:30:53] "POST /api/v1/sensitive-appeals/ai/emotion-evolution HTTP/1.1" 500 -
127.0.0.1 - - [16/Aug/2026 13:30:53] "POST /api/v1/sensitive-appeals/ai/intelligent-warning HTTP/1.1" 500 -
127.0.0.1 - - [16/Aug/2026 13:30:53] "POST /api/v1/sensitive-appeals/user-appeals HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 13:30:55] "POST /api/v1/outage-users/fault-location HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 13:30:55] "POST /api/v1/outage-users/spatial-distribution HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 13:30:55] "POST /api/v1/outage-users/county-user-count HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 13:30:55] "POST /api/v1/outage-users/region-warning-lights HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 13:30:55] "POST /api/v1/outage-users/time-trend HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 13:30:55] "POST /api/v1/outage-users/outage-scope-assessment HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 13:30:56] "POST /api/v1/sensitive-appeals/appeal-type-count/top5 HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 13:30:56] "POST /api/v1/sensitive-appeals/user-type-count HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 13:30:56] "POST /api/v1/sensitive-appeals/ai/intelligent-warning HTTP/1.1" 500 -
127.0.0.1 - - [16/Aug/2026 13:30:56] "POST /api/v1/sensitive-appeals/ai/emotion-evolution HTTP/1.1" 500 -
127.0.0.1 - - [16/Aug/2026 13:30:56] "POST /api/v1/sensitive-appeals/user-appeals HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 13:30:56] "POST /api/v1/sensitive-appeals/ai/intelligent-receipt HTTP/1.1" 500 -
127.0.0.1 - - [16/Aug/2026 13:31:01] "POST /api/v1/outage-users/county-user-count HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 13:31:01] "POST /api/v1/outage-users/region-warning-lights HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 13:31:01] "POST /api/v1/outage-users/time-trend HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 13:31:01] "POST /api/v1/outage-users/spatial-distribution HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 13:31:01] "POST /api/v1/outage-users/fault-location HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 13:31:01] "POST /api/v1/outage-users/outage-scope-assessment HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 13:31:02] "POST /api/v1/sensitive-appeals/user-type-count HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 13:31:02] "POST /api/v1/sensitive-appeals/appeal-type-count/top5 HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 13:31:02] "POST /api/v1/sensitive-appeals/ai/emotion-evolution HTTP/1.1" 500 -
127.0.0.1 - - [16/Aug/2026 13:31:02] "POST /api/v1/sensitive-appeals/user-appeals HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 13:31:02] "POST /api/v1/sensitive-appeals/ai/intelligent-warning HTTP/1.1" 500 -
127.0.0.1 - - [16/Aug/2026 13:31:02] "POST /api/v1/sensitive-appeals/ai/intelligent-receipt HTTP/1.1" 500 -
127.0.0.1 - - [16/Aug/2026 13:34:47] "POST /api/v1/outage-users/counties HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 13:34:47] "POST /api/v1/outage-users/time-trend HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 13:34:47] "POST /api/v1/outage-users/outage-scope-assessment HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 13:34:47] "POST /api/v1/outage-users/spatial-distribution HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 13:34:47] "POST /api/v1/outage-users/fault-location HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 13:34:47] "POST /api/v1/outage-users/region-warning-lights HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 13:34:47] "POST /api/v1/outage-users/county-user-count HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 13:34:52] "POST /api/v1/outage-users/region-warning-lights HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 13:34:52] "POST /api/v1/outage-users/county-user-count HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 13:34:52] "POST /api/v1/outage-users/spatial-distribution HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 13:34:52] "POST /api/v1/outage-users/outage-scope-assessment HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 13:34:52] "POST /api/v1/outage-users/time-trend HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 13:34:52] "POST /api/v1/outage-users/fault-location HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 13:34:53] "POST /api/v1/sensitive-appeals/appeal-type-count/top5 HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 13:34:53] "POST /api/v1/sensitive-appeals/user-type-count HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 13:34:53] "POST /api/v1/sensitive-appeals/user-appeals HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 13:34:53] "POST /api/v1/sensitive-appeals/ai/intelligent-receipt HTTP/1.1" 500 -
127.0.0.1 - - [16/Aug/2026 13:34:53] "POST /api/v1/sensitive-appeals/ai/intelligent-warning HTTP/1.1" 500 -
127.0.0.1 - - [16/Aug/2026 13:34:53] "POST /api/v1/sensitive-appeals/ai/emotion-evolution HTTP/1.1" 500 -
127.0.0.1 - - [16/Aug/2026 13:34:57] "POST /api/v1/outage-users/county-user-count HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 13:34:57] "POST /api/v1/outage-users/fault-location HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 13:34:57] "POST /api/v1/outage-users/outage-scope-assessment HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 13:34:57] "POST /api/v1/outage-users/time-trend HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 13:34:57] "POST /api/v1/outage-users/spatial-distribution HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 13:34:57] "POST /api/v1/outage-users/region-warning-lights HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 13:34:58] "POST /api/v1/sensitive-appeals/user-type-count HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 13:34:58] "POST /api/v1/sensitive-appeals/appeal-type-count/top5 HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 13:34:58] "POST /api/v1/sensitive-appeals/ai/emotion-evolution HTTP/1.1" 500 -
127.0.0.1 - - [16/Aug/2026 13:34:58] "POST /api/v1/sensitive-appeals/ai/intelligent-warning HTTP/1.1" 500 -
127.0.0.1 - - [16/Aug/2026 13:34:58] "POST /api/v1/sensitive-appeals/user-appeals HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 13:34:58] "POST /api/v1/sensitive-appeals/ai/intelligent-receipt HTTP/1.1" 500 -
127.0.0.1 - - [16/Aug/2026 13:36:08] "POST /api/v1/outage-users/counties HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 13:36:08] "POST /api/v1/outage-users/time-trend HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 13:36:08] "POST /api/v1/outage-users/county-user-count HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 13:36:08] "POST /api/v1/outage-users/spatial-distribution HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 13:36:08] "POST /api/v1/outage-users/region-warning-lights HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 13:36:08] "POST /api/v1/outage-users/fault-location HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 13:36:08] "POST /api/v1/outage-users/outage-scope-assessment HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:15:04] "POST /api/v1/outage-users/county-user-count HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:15:04] "POST /api/v1/outage-users/fault-location HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:15:04] "POST /api/v1/outage-users/outage-scope-assessment HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:15:04] "POST /api/v1/outage-users/time-trend HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:15:04] "POST /api/v1/outage-users/region-warning-lights HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:15:04] "POST /api/v1/outage-users/spatial-distribution HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:15:06] "POST /api/v1/outage-users/county-user-count HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:15:06] "POST /api/v1/outage-users/time-trend HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:15:06] "POST /api/v1/outage-users/spatial-distribution HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:15:06] "POST /api/v1/outage-users/fault-location HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:15:06] "POST /api/v1/outage-users/outage-scope-assessment HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:15:06] "POST /api/v1/outage-users/region-warning-lights HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:15:09] "POST /api/v1/sensitive-appeals/appeal-type-count/top5 HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:15:09] "POST /api/v1/sensitive-appeals/user-type-count HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:15:09] "POST /api/v1/sensitive-appeals/ai/emotion-evolution HTTP/1.1" 500 -
127.0.0.1 - - [16/Aug/2026 14:15:09] "POST /api/v1/sensitive-appeals/ai/intelligent-receipt HTTP/1.1" 500 -
127.0.0.1 - - [16/Aug/2026 14:15:09] "POST /api/v1/sensitive-appeals/user-appeals HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:15:09] "POST /api/v1/sensitive-appeals/ai/intelligent-warning HTTP/1.1" 500 -
127.0.0.1 - - [16/Aug/2026 14:15:10] "POST /api/v1/outage-users/time-trend HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:15:10] "POST /api/v1/outage-users/region-warning-lights HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:15:10] "POST /api/v1/outage-users/county-user-count HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:15:10] "POST /api/v1/outage-users/outage-scope-assessment HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:15:10] "POST /api/v1/outage-users/fault-location HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:15:10] "POST /api/v1/outage-users/spatial-distribution HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:32:56] "POST /api/v1/outage-users/counties HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:32:56] "POST /api/v1/outage-users/spatial-distribution HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:32:56] "POST /api/v1/outage-users/time-trend HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:32:56] "POST /api/v1/outage-users/fault-location HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:32:56] "POST /api/v1/outage-users/outage-scope-assessment HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:32:56] "POST /api/v1/outage-users/county-user-count HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:32:56] "POST /api/v1/outage-users/region-warning-lights HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:37:19] "POST /api/v1/outage-users/counties HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:37:19] "POST /api/v1/outage-users/county-user-count HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:37:19] "POST /api/v1/outage-users/outage-scope-assessment HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:37:19] "POST /api/v1/outage-users/time-trend HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:37:19] "POST /api/v1/outage-users/spatial-distribution HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:37:19] "POST /api/v1/outage-users/fault-location HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:37:19] "POST /api/v1/outage-users/region-warning-lights HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:37:27] "POST /api/v1/outage-users/time-trend HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:37:27] "POST /api/v1/outage-users/county-user-count HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:37:27] "POST /api/v1/outage-users/spatial-distribution HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:37:27] "POST /api/v1/outage-users/outage-scope-assessment HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:37:27] "POST /api/v1/outage-users/region-warning-lights HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:37:27] "POST /api/v1/outage-users/fault-location HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:37:29] "POST /api/v1/sensitive-appeals/appeal-type-count/top5 HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:37:29] "POST /api/v1/sensitive-appeals/user-type-count HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:37:29] "POST /api/v1/sensitive-appeals/user-appeals HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:37:29] "POST /api/v1/sensitive-appeals/ai/emotion-evolution HTTP/1.1" 500 -
127.0.0.1 - - [16/Aug/2026 14:37:29] "POST /api/v1/sensitive-appeals/ai/intelligent-warning HTTP/1.1" 500 -
127.0.0.1 - - [16/Aug/2026 14:37:29] "POST /api/v1/sensitive-appeals/ai/intelligent-receipt HTTP/1.1" 500 -
127.0.0.1 - - [16/Aug/2026 14:37:31] "POST /api/v1/outage-users/time-trend HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:37:31] "POST /api/v1/outage-users/region-warning-lights HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:37:31] "POST /api/v1/outage-users/spatial-distribution HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:37:31] "POST /api/v1/outage-users/fault-location HTTP/1.1" 200 -
